Time,HR,BR,SkinTemp,Posture,Activity,PeakAccel,BatteryVolts,BatteryLevel,BRAmplitude,BRNoise,BRConfidence,ECGAmplitude,ECGNoise,HRConfidence,HRV,SystemConfidence,GSR,ROGState,ROGTime,VerticalMin,VerticalPeak,LateralMin,LateralPeak,SagittalMin,SagittalPeak,DeviceTemp,StatusInfo,LinkQuality,RSSI,TxPower,CoreTemp,AuxADC1,AuxADC2,AuxADC3
30/10/2014 13:32:24.415,0,15.7,-3276.8,20,0.09,0.18,4.177,96,20.000,65535.000,255,0.000800,0.000120,0,65535,0,65535,0,0,-0.98,-0.92,-0.20,-0.12,-0.33,-0.25,29.0,531,255,-128,-128,37.1,413,414,494
30/10/2014 13:32:25.415,0,16.2,-3276.8,20,0.04,0.08,4.177,96,18.000,65535.000,255,0.000800,0.000100,0,65535,0,65535,0,0,-0.97,-0.92,-0.18,-0.13,-0.34,-0.27,29.0,531,255,-128,-128,37.1,413,414,493
30/10/2014 13:32:26.415,0,16.2,-3276.8,20,0.02,0.06,4.177,96,18.000,65535.000,255,0.000800,0.000080,0,65535,0,65535,0,0,-0.98,-0.93,-0.18,-0.10,-0.33,-0.26,29.0,531,255,-128,-128,37.1,412,415,493
30/10/2014 13:32:27.415,0,16.7,-3276.8,20,0.01,0.04,4.177,96,18.000,65535.000,255,0.000800,0.000080,0,65535,0,65535,0,0,-1.02,-0.92,-0.19,-0.10,-0.33,-0.27,29.0,531,255,-128,-128,37.1,414,415,494
30/10/2014 13:32:28.415,0,16.7,-3276.8,20,0.01,0.03,4.177,96,18.000,65535.000,255,0.000800,0.000080,0,65535,0,65535,0,0,-0.98,-0.92,-0.18,-0.10,-0.33,-0.27,29.0,531,255,-128,-128,37.1,413,414,494
30/10/2014 13:32:29.415,0,17.1,-3276.8,20,0.01,0.04,4.177,96,19.000,65535.000,255,0.000800,0.000080,0,65535,0,65535,0,0,-1.00,-0.92,-0.18,-0.10,-0.33,-0.27,29.0,531,255,-128,-128,37.1,413,415,494
30/10/2014 13:32:30.415,0,17.1,-3276.8,20,0.01,0.04,4.177,96,18.000,65535.000,255,0.000800,0.000080,0,65535,0,65535,0,0,-0.98,-0.92,-0.18,-0.09,-0.33,-0.27,28.9,531,255,-128,-128,37.1,413,415,494
30/10/2014 13:32:31.415,0,17.5,-3276.8,20,0.01,0.04,4.177,96,18.000,65535.000,255,0.000800,0.000080,0,65535,0,65535,0,0,-0.97,-0.91,-0.18,-0.13,-0.33,-0.26,28.9,531,255,-128,-128,37.1,410,422,484
30/10/2014 13:32:32.415,0,17.5,-3276.8,21,0.03,0.06,4.177,96,19.000,65535.000,255,0.000800,0.000100,0,65535,0,65535,0,0,-0.98,-0.92,-0.20,-0.14,-0.33,-0.25,28.9,531,255,-128,-128,37.1,413,416,494
30/10/2014 13:32:33.415,0,17.6,-3276.8,21,0.02,0.04,4.176,96,18.000,65535.000,255,0.000800,0.000080,0,65535,0,65535,0,0,-0.98,-0.90,-0.21,-0.14,-0.33,-0.24,28.9,531,255,-128,-128,37.1,414,414,494
30/10/2014 13:32:34.415,0,17.6,-3276.8,21,0.01,0.03,4.176,96,17.000,65535.000,255,0.000800,0.000100,0,65535,0,65535,0,0,-1.00,-0.91,-0.19,-0.15,-0.34,-0.28,28.9,531,255,-128,-128,37.1,415,418,496
30/10/2014 13:32:35.415,0,17.6,-3276.8,21,0.02,0.07,4.176,96,17.000,65535.000,255,0.000800,0.000100,0,65535,0,65535,0,0,-0.98,-0.92,-0.19,-0.09,-0.33,-0.27,28.9,531,255,-128,-128,37.1,414,414,493
30/10/2014 13:32:36.415,0,17.6,-3276.8,21,0.02,0.07,4.176,96,18.000,65535.000,255,0.000800,0.000100,0,65535,0,65535,0,0,-0.97,-0.92,-0.18,-0.08,-0.33,-0.28,28.9,531,255,-128,-128,37.1,414,414,494
30/10/2014 13:32:37.415,0,17.9,-3276.8,20,0.02,0.04,4.176,96,17.000,65535.000,255,0.000800,0.000120,0,65535,0,65535,0,0,-0.98,-0.91,-0.18,-0.09,-0.37,-0.27,28.9,531,255,-128,-128,37.1,413,414,493
30/10/2014 13:32:38.415,0,17.9,-3276.8,21,0.01,0.06,4.176,96,17.000,65535.000,255,0.000800,0.000120,0,65535,0,65535,0,0,-1.01,-0.90,-0.18,-0.10,-0.39,-0.27,28.9,531,255,-128,-128,37.1,414,414,494
30/10/2014 13:32:39.415,0,17.9,-3276.8,21,0.01,0.06,4.176,96,17.000,65535.000,255,0.000800,0.000080,0,65535,0,65535,0,0,-0.98,-0.92,-0.18,-0.08,-0.34,-0.28,28.9,531,255,-128,-128,37.1,414,415,493
30/10/2014 13:32:40.415,0,17.9,-3276.8,21,0.01,0.04,4.176,96,16.000,65535.000,255,0.000800,0.000080,0,65535,0,65535,0,0,-0.97,-0.92,-0.16,-0.09,-0.34,-0.28,28.9,531,255,-128,-128,37.1,414,414,493
30/10/2014 13:32:41.415,0,18.2,-3276.8,21,0.01,0.03,4.176,96,17.000,65535.000,255,0.000800,0.000080,0,65535,0,65535,0,0,-0.98,-0.91,-0.18,-0.10,-0.34,-0.30,28.9,531,255,-128,-128,37.1,414,415,494
